0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,1,0,0,1,1,7,0,84,68,85,90,80,2
0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,1,0,0,0,1,1,0,1,1,0,1,5,2,55,70,71,77,87,3
0,0,0,0,0,0,1,1,1,1,1,1,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,7,1,60,78,76,54,78,3
0,0,1,0,0,0,0,1,1,0,1,1,0,3,1,0,0,0,1,1,0,1,1,0,1,1,0,5,2,91,88,89,84,81,1
0,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,0,6,3,83,95,78,83,88,3
0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,0,0,1,1,1,0,1,0,0,6,2,50,81,86,87,75,3
1,1,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,5,0,85,75,60,95,86,0
0,1,0,1,1,0,1,1,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,1,1,1,0,4,2,92,70,61,88,77,2
0,0,0,0,0,1,1,1,1,0,1,1,1,4,0,1,0,1,0,0,1,1,1,1,1,0,1,5,1,58,70,85,83,92,3
1,1,1,0,1,1,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,1,1,0,0,0,0,5,3,80,86,92,83,93,0
0,1,0,0,0,0,0,1,0,1,1,1,0,4,1,1,0,1,0,1,1,1,1,1,1,1,1,5,3,79,89,98,69,90,1
0,0,0,0,0,0,1,1,1,0,1,0,1,4,1,1,0,1,0,1,1,0,0,1,0,1,0,7,1,58,71,99,87,79,3
0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,1,0,0,0,5,2,86,92,61,92,85,0
1,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,1,1,0,0,1,0,0,0,1,4,0,76,69,94,86,77,0
1,0,0,0,0,1,1,1,0,0,0,1,0,3,1,0,1,0,0,0,0,1,1,1,1,1,1,5,3,79,74,97,64,79,3
1,1,0,1,0,1,1,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,1,1,0,0,7,3,95,93,81,96,99,2
1,1,1,0,1,0,0,1,1,0,0,0,0,4,0,0,1,1,1,1,0,0,1,1,0,1,0,6,0,99,77,87,95,98,0
0,0,1,0,0,0,0,1,0,1,1,1,1,4,1,1,0,1,1,0,0,1,1,0,1,0,1,6,3,72,83,75,75,82,1
0,0,0,0,0,1,1,1,1,0,0,0,1,4,1,0,1,0,0,0,1,1,1,0,0,0,1,6,0,54,82,94,64,71,3
1,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,1,1,0,1,0,0,1,1,0,1,1,6,3,91,75,65,86,84,0
0,0,1,0,0,1,0,1,1,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,6,0,77,81,98,73,95,1
0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,1,1,0,0,0,0,7,0,92,79,83,99,74,0
1,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,0,1,1,0,0,0,7,1,91,68,89,86,92,2
0,1,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,1,1,1,7,0,71,89,83,87,97,3
1,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,1,1,1,0,0,1,7,0,74,74,78,85,87,2
0,1,0,0,0,0,1,0,0,1,0,1,0,4,0,0,1,0,0,1,1,1,0,1,1,1,1,7,3,84,77,92,70,75,3
0,0,0,0,1,0,0,1,1,1,1,0,0,4,0,1,0,0,0,0,1,1,0,1,0,0,1,7,3,62,89,75,80,80,1
0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,1,0,1,0,5,2,70,97,66,79,99,3
0,1,1,0,1,0,0,1,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,1,1,0,1,6,2,94,97,92,65,95,1
1,1,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,0,1,1,1,1,0,1,5,0,88,60,92,84,80,0
0,0,0,0,0,1,1,0,1,1,0,1,1,3,0,0,0,0,1,0,1,1,1,0,1,1,1,7,0,80,70,63,79,81,3
1,1,1,1,0,0,1,1,0,0,0,1,0,3,1,1,1,1,0,1,0,0,1,0,0,0,0,7,3,77,82,95,85,94,2
0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,1,1,1,1,0,0,5,2,82,87,82,52,72,3
0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,1,0,1,1,1,1,7,0,80,97,91,65,87,3
0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,1,1,0,0,6,3,63,84,97,59,90,3
1,0,0,0,0,1,1,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,1,7,0,64,82,83,67,94,3
1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,1,1,1,0,0,6,2,86,74,97,99,93,2
0,0,0,0,1,0,0,1,1,0,0,1,1,4,1,0,1,0,0,0,1,0,0,0,1,1,0,6,1,94,94,78,65,95,1
0,1,0,0,0,0,0,1,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,1,4,2,67,99,72,60,81,1
0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,1,0,1,1,0,1,1,0,1,1,0,1,6,0,63,81,81,79,82,3
1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,1,1,1,1,1,0,0,1,1,0,1,1,6,2,94,60,75,98,79,2
0,0,0,0,0,1,1,1,1,1,1,0,1,4,0,1,1,1,0,0,1,1,0,1,1,0,1,5,2,72,76,88,71,74,3
1,1,1,1,0,0,1,1,0,0,0,0,0,3,1,0,0,1,1,0,1,0,1,1,0,0,1,4,1,97,78,90,95,99,2
1,1,0,1,0,1,0,1,0,0,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,0,6,2,94,87,66,98,74,2
1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,1,1,1,0,1,7,3,97,96,92,98,79,0
1,0,1,1,1,0,0,0,1,0,1,0,0,3,0,1,1,1,1,1,0,0,1,1,0,0,0,6,0,83,68,94,91,87,0
0,0,0,0,0,0,1,1,0,1,1,0,0,4,1,1,1,0,1,0,0,1,0,1,1,1,1,7,1,81,92,81,66,88,3
1,1,1,0,1,0,0,0,1,0,0,1,0,4,1,1,1,1,1,1,1,0,1,1,1,0,0,4,2,79,77,68,82,94,0
1,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,7,0,69,84,73,74,97,1
1,1,0,1,0,0,0,1,0,0,1,1,0,4,0,0,0,1,0,0,0,1,1,1,0,0,1,6,0,84,79,80,94,92,2
0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,1,0,1,5,3,69,95,82,50,93,3
0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,60,92,97,89,72,3
0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,1,0,0,0,0,1,1,1,1,0,0,1,7,1,51,87,65,65,85,3
0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,0,1,4,1,64,86,87,65,80,1
0,1,0,0,0,0,0,0,1,1,0,1,1,3,1,0,0,1,0,1,1,0,0,1,0,0,1,4,0,63,85,99,84,90,1
0,1,0,0,0,0,0,1,1,0,0,1,1,3,0,1,1,0,1,0,1,1,0,0,1,0,1,7,0,61,96,84,84,99,1
1,1,0,1,1,1,1,0,1,0,0,0,0,4,0,0,1,1,1,1,0,0,1,1,0,1,0,7,0,87,86,89,93,97,2
0,1,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,5,0,80,96,73,79,83,1
1,1,1,1,1,0,0,0,1,1,0,1,0,3,0,0,0,1,1,1,1,0,1,1,1,1,0,5,0,90,72,77,97,85,2
1,0,1,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,1,1,0,1,1,0,1,6,2,86,92,74,72,83,1
0,1,0,0,0,1,1,1,1,1,0,0,0,4,1,1,0,1,0,1,0,1,0,0,1,0,1,7,0,62,87,94,88,76,3
1,1,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,1,1,0,0,1,1,0,1,1,0,7,1,86,96,72,92,74,2
0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,1,0,1,1,1,5,2,92,91,91,88,96,1
0,1,0,0,1,0,1,1,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,1,1,1,0,5,2,66,74,87,89,85,2
0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,1,0,0,1,5,2,67,63,77,94,96,2
1,1,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,1,1,1,0,0,1,1,0,0,1,6,1,96,62,60,97,98,0
0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,1,1,1,0,0,1,1,0,1,0,1,5,1,69,94,85,65,92,1
1,1,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,0,4,0,95,83,77,96,77,0
1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,1,0,0,0,0,1,0,0,1,1,0,1,6,1,64,89,81,89,95,1
1,1,0,1,1,1,0,0,0,0,1,0,0,4,0,0,1,1,0,1,0,0,1,0,1,0,1,4,1,81,93,63,89,84,2
1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,1,1,1,1,1,0,1,0,1,0,0,1,6,0,92,87,84,87,91,2
1,0,0,0,0,1,1,1,0,0,0,1,0,4,0,1,1,0,1,0,1,1,1,1,1,1,1,6,0,61,91,70,89,72,3
1,0,1,1,1,0,0,1,0,0,1,0,0,4,1,0,1,1,1,0,0,0,1,1,0,1,0,6,0,95,88,90,97,75,0
1,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,1,1,1,1,1,1,6,2,82,79,97,93,71,0
1,1,0,1,1,1,0,0,0,0,0,0,1,4,0,0,1,0,1,1,1,0,0,1,1,0,1,4,0,65,96,77,97,86,2
0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,1,1,0,1,1,1,0,1,1,0,0,6,3,77,80,96,82,91,3
1,1,1,1,1,0,0,0,1,0,1,1,1,3,1,1,1,0,1,1,0,0,1,1,0,0,1,6,2,87,90,88,83,73,0
1,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,1,0,1,1,1,0,0,5,2,89,81,69,97,83,2
0,0,0,0,0,0,1,1,1,0,0,1,0,4,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0,60,75,69,52,79,3
1,1,0,1,1,1,0,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,1,1,1,1,4,2,96,92,81,89,70,2
0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,1,0,0,0,1,5,1,52,95,65,58,92,3
1,1,0,1,0,0,0,1,0,0,1,0,0,4,0,0,1,1,1,1,0,1,1,1,0,1,0,4,1,99,74,65,98,93,2
1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,1,0,1,1,6,0,78,68,60,97,96,2
0,0,0,0,0,0,1,0,1,0,1,0,0,3,1,1,0,0,1,0,1,1,0,1,1,1,1,5,0,65,85,94,75,72,3
1,1,1,1,0,1,0,0,1,0,1,0,0,3,0,0,1,1,0,1,0,1,1,1,1,0,1,4,0,78,87,77,99,77,0
0,0,0,0,1,1,1,1,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,1,1,0,0,5,1,82,78,62,88,87,3
1,1,1,1,1,0,0,0,1,1,0,0,0,3,1,0,1,0,1,1,1,0,0,1,1,1,1,5,0,97,76,62,90,76,2
0,1,0,0,0,0,0,0,1,0,1,0,1,4,1,0,0,0,1,0,1,0,1,0,1,0,0,5,3,67,99,82,79,83,1
1,0,0,0,0,1,1,0,1,1,1,0,0,4,0,1,0,1,0,1,0,1,0,1,1,1,1,6,1,75,71,85,77,98,3
0,0,0,1,0,0,0,1,0,1,1,1,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1,4,1,71,82,99,70,86,1
0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,1,1,1,1,0,0,4,1,85,90,70,96,84,0
1,1,1,1,0,1,0,0,1,0,0,0,0,3,1,0,1,1,1,1,0,0,1,1,0,0,1,7,1,73,70,91,85,75,2
1,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,1,0,0,0,7,3,97,90,62,95,82,2
1,1,0,1,1,1,0,0,0,0,1,0,1,3,1,0,1,1,1,1,1,0,1,1,0,0,1,5,0,82,98,90,88,71,2
1,1,1,1,1,0,0,0,0,0,1,0,0,3,1,0,1,1,1,0,0,0,1,1,0,0,0,7,0,72,99,73,97,70,2
0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,6,2,53,96,99,72,70,3
1,0,1,0,1,0,1,0,0,0,0,0,0,3,1,1,1,1,0,1,0,1,1,0,0,0,1,5,0,98,74,82,92,95,0
1,0,0,0,0,1,1,0,1,0,1,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,7,1,68,70,84,70,79,3
1,1,0,1,1,0,0,1,0,0,0,0,0,3,0,1,1,0,1,1,0,0,1,0,0,1,0,7,1,79,83,64,91,92,2
1,1,1,1,0,0,0,0,0,1,0,1,0,3,1,1,0,1,1,1,0,0,1,1,0,1,1,5,0,82,89,75,98,98,2
0,1,0,0,1,1,0,0,0,0,0,0,1,4,1,1,1,1,1,1,0,1,1,1,0,0,0,4,3,85,62,98,91,89,0
0,0,0,0,0,1,1,1,0,0,1,1,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,7,0,59,97,85,77,84,3
0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,0,0,1,1,0,1,0,1,0,1,1,1,4,3,68,90,77,82,99,1
0,0,0,0,0,0,0,1,0,1,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,5,1,69,88,77,68,83,1
0,0,0,0,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,5,2,64,72,80,88,82,3
0,0,0,0,0,0,0,1,1,1,1,0,1,3,1,0,0,0,1,1,0,1,1,0,0,1,1,7,0,83,86,91,84,96,1
1,1,1,0,0,0,0,1,0,0,0,0,0,4,0,1,1,1,1,1,0,0,1,1,1,1,1,4,3,98,68,63,92,98,0
1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,1,1,0,1,6,2,53,74,87,54,82,3
1,1,1,0,1,0,0,1,1,0,0,1,0,4,0,1,0,1,1,1,0,0,1,1,1,0,0,6,0,77,73,69,91,82,0
0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,1,5,1,64,86,73,84,92,1
0,0,0,0,1,1,0,1,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,1,4,1,80,94,95,70,99,1
0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,1,1,1,1,1,7,1,95,94,73,90,80,2
1,1,1,0,1,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,0,0,1,1,1,0,1,5,0,88,72,79,98,89,0
1,1,0,1,1,0,0,0,0,0,1,0,1,4,0,1,1,1,1,0,0,0,1,1,0,0,0,5,0,67,86,79,99,95,2
1,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,1,1,1,1,0,0,1,1,1,1,1,4,1,99,74,93,98,81,0
1,0,1,0,1,1,1,0,0,1,1,0,0,4,1,1,1,0,1,1,0,0,1,1,0,0,1,6,2,94,81,60,87,90,0
1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,1,1,0,0,0,6,2,86,70,90,96,82,2
0,1,0,0,1,0,0,0,0,1,1,1,1,4,1,0,0,1,1,1,0,0,0,0,1,0,1,5,0,75,85,86,66,96,1
0,0,0,0,0,1,1,1,1,1,0,0,0,4,1,0,1,0,1,1,1,1,0,0,1,1,1,6,0,77,93,77,69,97,3
1,1,0,0,0,0,0,1,1,1,1,0,1,4,1,0,0,1,1,1,0,0,0,1,1,0,1,6,0,72,99,92,87,97,1
1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,1,0,0,1,5,2,88,77,93,89,75,2
1,1,0,1,1,1,0,0,0,1,0,1,0,4,1,0,1,1,1,0,1,0,1,0,0,0,1,7,2,77,83,88,89,82,2
0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,4,1,81,82,89,84,82,1
0,0,0,0,0,1,1,1,0,0,1,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,1,6,1,84,76,60,50,82,3
1,0,0,1,0,1,0,1,0,0,1,1,0,4,1,1,1,0,1,0,0,0,1,0,1,1,1,4,3,79,98,83,92,96,2
0,1,0,0,0,0,1,1,0,0,1,1,1,4,1,0,0,0,1,0,0,1,0,0,1,0,1,7,1,60,82,73,73,95,1
1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,1,1,0,0,0,1,5,1,96,90,79,81,93,0
1,0,0,0,1,0,1,0,1,0,1,0,0,4,1,1,0,0,1,1,1,1,0,1,0,1,0,6,1,65,72,70,70,80,3
0,0,0,0,0,0,0,1,1,0,1,0,1,4,1,0,0,1,0,1,1,0,1,0,0,1,0,5,1,69,86,89,72,78,3
1,1,1,0,0,0,0,0,1,0,0,1,1,3,0,0,1,1,0,1,0,1,1,0,0,1,1,5,1,98,80,71,84,78,0
1,1,0,0,1,0,1,0,0,0,1,0,1,4,0,1,1,1,1,1,0,1,1,0,0,0,0,6,3,78,61,61,86,95,0
0,0,0,0,1,1,1,1,1,0,0,1,0,4,0,1,0,0,1,0,1,0,0,1,1,0,1,5,2,79,76,62,62,74,3
0,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1,1,6,2,60,91,98,60,82,3
1,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,0,0,1,0,1,1,0,0,1,0,7,3,76,94,65,94,90,0
0,1,0,0,0,0,0,0,1,1,0,1,1,4,1,0,0,1,0,0,0,1,0,1,1,0,1,6,0,67,83,75,77,99,1
0,0,0,0,0,0,0,0,1,1,1,0,1,3,1,0,0,0,1,0,1,1,1,0,1,1,1,5,0,69,99,99,58,70,3
0,0,0,0,1,1,1,1,1,0,1,0,0,3,0,1,1,0,0,0,0,1,0,0,1,1,1,6,3,52,84,71,69,72,3
1,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,1,0,0,1,1,0,0,0,4,3,84,88,68,97,98,2
0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,1,0,0,1,1,1,1,1,4,2,90,84,90,89,91,2
1,1,1,0,0,0,0,1,0,0,0,0,1,4,1,1,1,1,0,1,0,0,1,1,0,1,0,7,3,94,77,73,92,82,0
0,1,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,1,1,1,1,1,0,0,6,0,65,93,72,75,85,1
1,1,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1,7,0,61,92,85,62,98,1
0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,0,0,1,1,0,0,0,1,5,0,98,76,82,80,78,0
0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,6,2,56,70,83,59,80,3
1,1,0,1,0,1,0,1,0,0,1,0,0,3,1,0,1,0,1,0,0,0,1,1,0,0,1,7,3,82,84,76,85,82,2
1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,1,1,1,1,1,0,1,1,0,1,1,6,3,74,97,72,94,81,2
1,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,1,0,0,1,7,1,66,74,61,87,91,2
0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,0,0,1,0,0,1,0,1,0,1,1,1,6,0,81,96,64,71,96,3
0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,1,0,0,1,1,1,0,1,0,0,6,3,65,92,61,60,89,3
1,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1,1,0,1,0,4,0,80,98,78,89,87,0
1,1,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,0,0,0,1,1,1,0,1,6,2,91,90,69,81,89,0
1,1,0,0,0,0,0,1,1,1,1,1,0,4,1,1,0,0,1,0,0,0,1,0,1,1,1,5,1,83,98,78,68,84,1
1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,0,1,1,1,1,0,4,2,95,85,62,96,74,0
1,1,1,0,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,1,0,0,1,0,0,0,0,5,1,96,90,96,87,97,0
0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,1,1,0,5,1,90,83,73,82,83,1
1,0,0,0,0,1,1,1,0,0,0,0,0,4,1,1,0,0,0,0,1,1,1,1,1,0,1,5,3,69,99,61,77,98,3
1,1,1,1,1,0,0,1,0,0,0,1,0,3,1,1,0,1,0,1,0,0,1,1,0,0,1,5,1,78,75,86,88,77,2
1,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,1,0,0,0,1,1,0,1,1,1,0,7,2,58,71,96,82,89,3
1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1,0,0,0,1,0,0,0,1,4,1,87,79,90,99,93,2
0,0,0,0,0,0,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,1,1,1,0,6,3,71,85,91,75,87,3
0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,1,0,1,1,4,1,83,65,78,84,86,0
1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,1,0,1,0,1,7,0,90,98,77,95,85,2
1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,1,0,1,1,1,0,0,1,7,2,75,83,66,94,82,0
1,1,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,1,1,1,1,1,1,0,1,1,6,1,89,87,90,93,70,0
0,0,0,0,0,0,0,1,0,1,1,1,1,4,0,1,1,0,1,0,1,1,1,1,1,0,1,6,1,80,89,97,76,93,1
0,1,1,0,1,0,1,0,1,0,0,0,0,4,0,1,1,1,1,0,0,1,0,1,0,1,0,7,2,80,68,91,92,77,0
0,0,0,1,0,1,0,0,0,1,0,1,1,4,1,0,0,0,1,0,1,1,0,0,1,1,1,4,1,73,99,74,66,93,1
1,1,1,0,1,0,0,0,1,0,1,1,1,4,0,0,1,0,1,0,0,0,1,1,1,0,1,6,0,76,90,72,90,87,0
0,1,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1,7,3,68,95,81,82,89,1
0,1,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,1,0,1,1,1,1,1,1,0,1,5,2,72,80,82,56,74,3
0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,1,0,0,1,1,0,1,1,0,1,5,0,57,87,85,89,93,3
0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,1,0,1,7,1,65,94,96,77,71,3
0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0,1,0,1,0,1,1,1,1,1,5,0,84,94,93,89,94,3
1,1,0,1,1,1,0,0,1,0,1,0,0,3,1,0,0,1,1,1,0,0,1,0,0,1,1,6,3,88,63,88,89,89,2
0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,1,1,0,0,0,7,1,84,82,75,94,74,2
1,1,0,1,1,1,0,0,0,0,0,0,0,4,1,0,0,1,1,1,1,1,1,1,0,1,1,6,0,84,77,81,99,98,2
0,1,1,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,1,1,5,2,75,89,74,82,84,1
1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,1,0,0,1,0,0,1,0,0,1,0,1,4,1,74,87,98,72,98,1
0,0,0,0,0,1,1,1,1,0,1,0,0,4,1,1,0,0,1,0,1,1,0,1,0,1,1,5,0,53,73,93,70,71,3
1,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,1,1,1,1,1,0,0,0,1,0,1,4,1,94,68,67,94,72,2
0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,1,1,0,1,1,0,0,1,0,1,6,0,57,89,70,53,86,3
1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,1,1,0,0,1,0,7,2,85,92,69,92,82,0
0,0,0,0,0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,1,1,1,0,1,1,1,1,6,1,72,99,86,52,82,3
1,1,1,0,0,0,0,0,1,0,0,1,0,4,0,1,1,1,0,1,0,0,1,1,1,0,1,4,3,87,89,91,88,90,0
1,1,1,1,0,1,0,0,0,0,1,0,0,3,0,0,0,1,1,1,0,1,1,0,0,1,0,4,1,86,93,86,91,72,0
1,0,0,0,0,1,1,0,1,0,0,0,0,4,1,1,0,1,0,0,1,0,0,1,1,0,0,6,3,50,94,90,63,90,3
1,1,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,1,0,1,0,1,1,0,0,1,6,2,98,92,70,93,98,2
1,1,1,0,1,1,0,0,0,1,1,0,0,3,1,0,0,1,0,1,0,0,1,1,0,1,1,6,2,90,93,87,93,87,0
1,1,0,1,0,1,0,1,0,0,0,0,0,3,1,1,1,1,0,1,0,0,1,1,0,0,0,6,1,89,93,67,90,91,2
1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,1,1,1,0,1,1,1,0,0,1,0,1,5,1,84,71,62,60,96,3
0,1,0,1,1,1,1,0,0,0,1,1,0,4,0,0,1,0,1,0,1,1,1,1,0,0,1,5,2,97,79,74,98,97,2
0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,1,1,0,1,5,3,54,79,61,80,90,3
0,1,0,0,0,1,0,0,0,0,0,1,1,4,1,1,0,1,1,0,0,1,1,0,1,1,1,7,2,74,85,83,79,91,1
1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,0,0,1,1,0,0,1,6,2,99,88,79,85,97,2
1,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,1,1,1,1,0,1,1,0,0,1,6,0,73,79,96,88,85,2
0,0,0,0,1,0,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,1,0,0,1,0,1,7,1,75,99,72,73,83,1
0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,1,1,0,0,1,0,0,1,0,1,7,0,78,90,93,75,88,1
0,1,0,0,0,0,0,1,0,1,1,1,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1,5,1,72,94,97,75,92,1
1,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,1,1,1,1,0,0,1,1,0,0,0,6,1,92,84,79,83,89,0
